aircraft|origin|destination|date|time|lat|long|heading|direction|kts|mph|altitude|delta|reporting
UAL1884|KIAH|KPDX|2016-12-22|23:17:14|42.4495|-113.8655|302°|West|396|456|36000| Level| FlightAware ADS-B (KAOC)
UAL1884|KIAH|KPDX|2016-12-22|23:17:44|42.4753|-113.9221|303°|West|396|456|36000| Level| FlightAware ADS-B (KOGD)
UAL1884|KIAH|KPDX|2016-12-22|23:19:48|42.5976|-114.1913|302°|West|396|456|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:20:43|42.6497|-114.3069|300°|West|393|452|36000| Level| FlightAware ADS-B (KBTF)
UAL1884|KIAH|KPDX|2016-12-22|23:22:47|42.7656|-114.5653|302°|West|396|456|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:23:40|42.8181|-114.6834|302°|West|396|456|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:25:58|42.9469|-114.9743|302°|West|391|450|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:28:01|43.0601|-115.2322|302°|West|390|449|36000| Level| FlightAware ADS-B (KAOC)
UAL1884|KIAH|KPDX|2016-12-22|23:30:03|43.1739|-115.4945|302°|West|391|450|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:32:35|43.3141|-115.8200|301°|West|395|455|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:34:37|43.4266|-116.0848|301°|West|397|457|36000| Level| FlightAware ADS-B (KEUL)
UAL1884|KIAH|KPDX|2016-12-22|23:36:46|43.5437|-116.3624|300°|West|392|451|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:38:46|43.6527|-116.6236|300°|West|391|450|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:40:46|43.7599|-116.8820|300°|West|388|447|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:42:46|43.8653|-117.1385|301°|West|391|450|36000| Level| FlightAware ADS-B (KEUL)
UAL1884|KIAH|KPDX|2016-12-22|23:45:04|43.9889|-117.4428|300°|West|395|455|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:47:05|44.0960|-117.7089|300°|West|390|449|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:49:35|44.2272|-118.0386|300°|West|386|444|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:51:52|44.3448|-118.3378|300°|West|383|441|36000| Level| FlightAware ADS-B (KEUL)
UAL1884|KIAH|KPDX|2016-12-22|23:53:57|44.4505|-118.6088|299°|West|388|447|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:54:58|44.5040|-118.7469|299°|West|389|448|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:55:59|44.5523|-118.8723|299°|West|390|449|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-22|23:58:05|44.6604|-119.1543|299°|West|387|445|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-23|00:00:06|44.7599|-119.4184|299°|West|382|440|36000| Level| FlightAware ADS-B (KBOI)
UAL1884|KIAH|KPDX|2016-12-23|00:01:07|44.8133|-119.5604|299°|West|381|438|36000| Level| FlightAware ADS-B (KPSC)
UAL1884|KIAH|KPDX|2016-12-23|00:03:15|44.9181|-119.8410|299°|West|383|441|36000| Level| FlightAware ADS-B (KBDN)
UAL1884|KIAH|KPDX|2016-12-23|00:05:15|45.0154|-120.1059|298°|West|381|438|36000|-422 Level| FlightAware ADS-B (KCZK)
UAL1884|KIAH|KPDX|2016-12-23|00:07:45|45.1370|-120.4381|298°|West|378|435|34100|-1350 Descending| FlightAware ADS-B (KTCM)
UAL1884|KIAH|KPDX|2016-12-23|00:09:15|45.2106|-120.6324|300°|West|360|414|30600|-2146 Descending| FlightAware ADS-B (KTCM)
UAL1884|KIAH|KPDX|2016-12-23|00:10:16|45.2575|-120.7549|299°|West|345|397|28700|-1884 Descending| FlightAware ADS-B (KTCM)
UAL1884|KIAH|KPDX|2016-12-23|00:11:16|45.3033|-120.8745|300°|West|347|399|26800|-1950 Descending| FlightAware ADS-B (KTIW)
UAL1884|KIAH|KPDX|2016-12-23|00:12:16|45.3499|-120.9963|300°|West|355|409|24800|-2000 Descending| FlightAware ADS-B (KTIW)
UAL1884|KIAH|KPDX|2016-12-23|00:13:16|45.3967|-121.1191|299°|West|357|411|22800|-2000 Descending| FlightAware ADS-B (KTIW)
UAL1884|KIAH|KPDX|2016-12-23|00:14:10|45.4345|-121.2337|288°|West|349|402|21000|-1787 Descending| FlightAware ADS-B (KTIW)
UAL1884|KIAH|KPDX|2016-12-23|00:16:14|45.4871|-121.4984|286°|West|325|374|17500|-1439 Descending| FlightAware ADS-B (KTTD)
UAL1884|KIAH|KPDX|2016-12-23|00:18:16|45.5305|-121.7420|274°|West|284|327|15100|-1046 Descending| FlightAware ADS-B (KSLE)
UAL1884|KIAH|KPDX|2016-12-23|00:21:18|45.5618|-122.0711|287°|West|279|321|12200|-1129 Descending| FlightAware ADS-B (KCZK)
UAL1884|KIAH|KPDX|2016-12-23|00:23:03|45.6003|-122.2555|288°|West|274|315|9700|-1400 Descending| FlightAware ADS-B (KTTD)
UAL1884|KIAH|KPDX|2016-12-23|00:23:18|45.6059|-122.2824|288°|West|274|315|9400|-1200 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:23:33|45.6106|-122.3049|288°|West|274|315|9100|-1400 Descending| FlightAware ADS-B (KSLE)
UAL1884|KIAH|KPDX|2016-12-23|00:23:48|45.6166|-122.3337|288°|West|274|315|8700|-1600 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:24:03|45.6220|-122.3600|287°|West|274|315|8300|-1400 Descending| FlightAware ADS-B (KTTD)
UAL1884|KIAH|KPDX|2016-12-23|00:24:18|45.6270|-122.3841|286°|West|274|315|8000|-1200 Descending| FlightAware ADS-B (KUAO)
UAL1884|KIAH|KPDX|2016-12-23|00:24:33|45.6321|-122.4092|287°|West|273|314|7700|-1000 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:24:48|45.6376|-122.4363|287°|West|265|305|7500|-600 Descending| FlightAware ADS-B (KTTD)
UAL1884|KIAH|KPDX|2016-12-23|00:25:03|45.6425|-122.4590|290°|West|259|298|7400|-600 Descending| FlightAware ADS-B (KHIO)
UAL1884|KIAH|KPDX|2016-12-23|00:25:18|45.6504|-122.4838|299°|West|258|297|7200|-882 Descending| FlightAware ADS-B (KHIO)
UAL1884|KIAH|KPDX|2016-12-23|00:25:37|45.6600|-122.5103|298°|West|253|291|6900|-1059 Descending| FlightAware ADS-B (KVUO)
UAL1884|KIAH|KPDX|2016-12-23|00:25:52|45.6686|-122.5342|298°|West|256|295|6600|-1400 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:26:07|45.6768|-122.5583|297°|West|255|293|6200|-1297 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:26:29|45.6887|-122.5913|299°|West|255|293|5800|-1297 Descending| FlightAware ADS-B (KHIO)
UAL1884|KIAH|KPDX|2016-12-23|00:26:44|45.6970|-122.6134|299°|West|256|295|5400|-1400 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:26:59|45.7054|-122.6358|299°|West|254|292|5100|-1400 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:27:14|45.7136|-122.6581|298°|West|246|283|4700|-1800 Descending| FlightAware ADS-B (KHIO)
UAL1884|KIAH|KPDX|2016-12-23|00:27:29|45.7213|-122.6797|298°|West|241|277|4200|-2129 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:27:45|45.7293|-122.7028|297°|West|241|277|3600|-1875 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:28:01|45.7348|-122.7256|278°|West|228|262|3200|-1355 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:28:16|45.7306|-122.7454|239°|Southwest|204|235|2900|-857 Descending| FlightAware ADS-B (KHIO)
UAL1884|KIAH|KPDX|2016-12-23|00:28:43|45.7121|-122.7643|214°|Southwest|171|197|2600|-714 Descending| FlightAware ADS-B (KHIO)
UAL1884|KIAH|KPDX|2016-12-23|00:28:58|45.7026|-122.7730|214°|Southwest|162|186|2400|-968 Descending| FlightAware ADS-B (KHIO)
UAL1884|KIAH|KPDX|2016-12-23|00:29:14|45.6918|-122.7797|187°|South|158|182|2100|-514 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:29:33|45.6793|-122.7696|138°|Southeast|162|186|2100| Level| FlightAware ADS-B (KHIO)
UAL1884|KIAH|KPDX|2016-12-23|00:29:48|45.6728|-122.7616|140°|Southeast|164|189|2100| Level| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:30:04|45.6618|-122.7482|139°|Southeast|167|192|2100| Level| FlightAware ADS-B (KHIO)
UAL1884|KIAH|KPDX|2016-12-23|00:30:31|45.6470|-122.7263|128°|Southeast|172|198|2100| Level| FlightAware ADS-B (KHIO)
UAL1884|KIAH|KPDX|2016-12-23|00:30:50|45.6399|-122.7106|119°|Southeast|154|177|2100|-333 Level| FlightAware ADS-B (KHIO)
UAL1884|KIAH|KPDX|2016-12-23|00:31:07|45.6336|-122.6958|121°|Southeast|149|171|1900|-750 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:31:22|45.6294|-122.6850|119°|Southeast|145|167|1700|-968 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:31:38|45.6233|-122.6696|119°|Southeast|142|163|1400|-968 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:31:53|45.6181|-122.6560|119°|Southeast|144|166|1200|-774 Descending| FlightAware ADS-B (KPDX)
UAL1884|KIAH|KPDX|2016-12-23|00:32:09|45.6133|-122.6431|118°|Southeast|140|161|1000|-750 Descending| FlightAware ADS-B (KTTD)
UAL1884|KIAH|KPDX|2016-12-23|00:32:25|45.6083|-122.6306|120°|Southeast|141|162|800|-774 Descending| FlightAware ADS-B (KTTD)
UAL1884|KIAH|KPDX|2016-12-23|00:32:40|45.6038|-122.6190|120°|Southeast|142|163|600|-800 Descending| FlightAware ADS-B (KTTD)
UAL1884|KIAH|KPDX|2016-12-23|00:32:55|45.5989|-122.6193|0|North|0|0|0|0|FlightAware Estimated
GJS4479|KDEN|KDSM|2016-12-22|20:12:00|39.8942|-104.6168|0|North|0|0|0|0|ETMS Enhanced Traffic Management System
GJS4479|KDEN|KDSM|2016-12-22|20:13:23|39.8833|-104.6167|85°|East|154|177|6100| Level| Denver TRACON
GJS4479|KDEN|KDSM|2016-12-22|20:13:35|39.8777|-104.6130|94°|East|129|148|6100|600 Level| FlightAware MLAT (11 sites)
GJS4479|KDEN|KDSM|2016-12-22|20:13:53|39.8791|-104.5945|85°|East|164|189|6400|1920 Climbing| FlightAware MLAT (14 sites)
GJS4479|KDEN|KDSM|2016-12-22|20:14:25|39.8833|-104.5500|90°|East|202|232|7700|1846 Climbing| Denver TRACON
GJS4479|KDEN|KDSM|2016-12-22|20:15:24|39.9000|-104.4667|75°|East|286|329|9200|1736 Climbing| Denver TRACON
GJS4479|KDEN|KDSM|2016-12-22|20:16:26|39.9333|-104.3667|67°|East|325|374|11200|1967 Climbing| Denver TRACON
GJS4479|KDEN|KDSM|2016-12-22|20:17:26|39.9500|-104.2333|81°|East|364|419|13200|2081 Climbing| Denver TRACON
GJS4479|KDEN|KDSM|2016-12-22|20:18:30|39.9833|-104.1000|72°|East|383|441|15500|1568 Climbing| Denver TRACON
GJS4479|KDEN|KDSM|2016-12-22|20:21:27|40.0400|-103.6508|80°|East|430|495|19500|1336 Climbing| Denver Center
GJS4479|KDEN|KDSM|2016-12-22|20:23:31|40.0931|-103.3203|78°|East|466|536|22200|1205 Climbing| Denver Center
GJS4479|KDEN|KDSM|2016-12-22|20:25:36|40.1508|-102.9636|78°|East|503|579|24500|1108 Climbing| Denver Center
GJS4479|KDEN|KDSM|2016-12-22|20:27:40|40.2142|-102.5592|78°|East|526|605|26800|919 Climbing| Denver Center
GJS4479|KDEN|KDSM|2016-12-22|20:29:44|40.2742|-102.1656|79°|East|555|639|28300|532 Climbing| Denver Center
GJS4479|KDEN|KDSM|2016-12-22|20:31:48|40.3411|-101.7158|79°|East|576|663|29000|169 Climbing| Denver Center
GJS4479|KDEN|KDSM|2016-12-22|20:33:52|40.4008|-101.2944|79°|East|590|679|29000|313 Level| Denver Center
GJS4479|KDEN|KDSM|2016-12-22|20:35:57|40.4597|-100.8789|79°|East|586|674|30300|602 Climbing| Denver Center
GJS4479|KDEN|KDSM|2016-12-22|20:38:01|40.5197|-100.4144|80°|East|595|685|31500|629 Climbing| Denver Center
GJS4479|KDEN|KDSM|2016-12-22|20:40:05|40.5719|-99.9853|81°|East|599|689|32900|677 Climbing| Denver Center
GJS4479|KDEN|KDSM|2016-12-22|20:41:07|40.5992|-99.7714|80°|East|599|689|33600|624 Climbing| Denver Center
GJS4479|KDEN|KDSM|2016-12-22|20:42:58|40.6506|-99.3419|81°|East|598|688|34700|486 Climbing| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|20:44:00|40.6753|-99.1281|81°|East|598|688|35000|145 Climbing| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|20:45:02|40.6989|-98.9142|82°|East|598|688|35000| Level| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|20:46:04|40.7219|-98.7017|82°|East|597|687|35000| Level| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|20:48:07|40.7742|-98.2364|81°|East|591|680|35000| Level| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|20:50:11|40.8175|-97.8117|82°|East|586|674|35000| Level| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|20:51:15|40.8452|-97.5582|83°|East|586|674|35000| Level| FlightAware MLAT (7 sites)
GJS4479|KDEN|KDSM|2016-12-22|20:53:17|40.8839|-97.1592|83°|East|587|676|35000| Level| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|20:55:20|40.9267|-96.7339|82°|East|587|676|35000| Level| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|20:57:24|41.0078|-96.2797|77°|East|585|673|35000|-435 Level| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|20:59:28|41.0775|-95.8711|77°|East|581|669|33200|-1385 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:01:31|41.1533|-95.4233|77°|East|574|661|29300|-2235 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:02:52|41.2015|-95.1402|78°|East|558|642|25600|-2601 Descending| FlightAware MLAT (6 sites)
GJS4479|KDEN|KDSM|2016-12-22|21:04:24|41.2561|-94.8472|78°|East|537|618|21800|-2443 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:05:39|41.2792|-94.6558|81°|East|515|593|18800|-2485 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:07:42|41.3331|-94.3281|78°|East|400|460|13600|-2324 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:08:32|41.3547|-94.2158|76°|East|333|383|12100|-2163 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:10:34|41.3883|-94.0022|78°|East|284|327|7400|-2294 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:10:48|41.3864|-93.9864|99°|East|291|335|6900|-2053 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:11:50|41.4028|-93.8819|78°|East|271|312|4800|-1738 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:12:35|41.4175|-93.8136|74°|East|241|277|3800|-1452 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:12:52|41.4153|-93.7953|99°|East|246|283|3300|-1180 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:13:36|41.4164|-93.7167|89°|East|248|285|2600|-677 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:13:54|41.4083|-93.6972|119°|Southeast|248|285|2600|-100 Level| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:14:36|41.4236|-93.6444|69°|East|175|201|2500|-194 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:14:56|41.4253|-93.6369|73°|East|181|208|2400|-295 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:15:37|41.4544|-93.6022|42°|Northeast|144|166|2200|-194 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:15:58|41.4592|-93.6075|320°|Northwest|141|162|2200|-393 Level| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:16:38|41.4856|-93.5986|14°|North|101|116|1800|-295 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:16:59|41.4911|-93.6094|304°|West|109|125|1900|-100 Climbing| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:17:38|41.5150|-93.6117|356°|North|104|120|1700|-484 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:18:01|41.5167|-93.6322|276°|West|110|127|1400|-565 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:19:03|41.5375|-93.6622|313°|West|109|125|900|-242 Descending| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:20:05|41.5381|-93.6614|48°|Northeast|21|24|900|48 Level| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:21:07|41.5339|-93.6569|142°|Southeast|18|21|1000|48 Climbing| Minneapolis Center
GJS4479|KDEN|KDSM|2016-12-22|21:22:09|41.5311|-93.6514|124°|Southeast|18|21|1000| Level| Minneapolis Center
JBU531|KSLC|KLGB|2016-12-22|22:08:00|40.8098|-111.9713|0|North|0|0|0|0|Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:08:21|40.8106|-111.9781|175°|South|172|198|5000| Level| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:08:33|40.8222|-111.9825|344°|North|175|201|5600|1479 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:09:34|40.8303|-112.0564|278°|West|232|267|6800|1442 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:10:17|40.8286|-112.1078|268°|West|243|280|8100|2656 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:10:35|40.8231|-112.1522|261°|West|288|331|9500|2682 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:11:42|40.7867|-112.2522|244°|Southwest|307|353|11900|2061 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:14:25|40.5100|-112.3211|191°|South|382|440|17400|1944 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:16:29|40.2911|-112.3922|194°|South|402|463|21200|1790 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:18:33|40.0769|-112.5411|208°|Southwest|417|480|24800|1597 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:20:37|39.8747|-112.6861|209°|Southwest|417|480|27800|1190 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:22:40|39.6575|-112.8325|207°|Southwest|434|499|29700|826 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:24:44|39.4089|-112.9089|193°|South|456|525|31200|1000 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:25:46|39.2597|-112.9575|194°|South|461|531|32800|1403 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:26:48|39.1367|-112.9972|194°|South|459|528|34100|1161 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:27:50|39.0161|-113.0369|194°|South|453|521|35200|919 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:28:52|38.8975|-113.0753|194°|South|444|511|36000|387 Climbing| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:29:54|38.7789|-113.1194|196°|South|443|510|36000| Level| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:30:56|38.6694|-113.1981|209°|Southwest|446|513|36000| Level| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:31:58|38.5364|-113.2811|206°|Southwest|446|513|36000| Level| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:33:00|38.4244|-113.3531|207°|Southwest|447|514|36000| Level| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:34:02|38.3131|-113.4244|207°|Southwest|448|516|36000| Level| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:35:04|38.2008|-113.4983|207°|Southwest|453|521|36000| Level| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:36:06|38.0875|-113.5706|207°|Southwest|455|524|36000| Level| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:37:08|37.9522|-113.6561|206°|Southwest|455|524|36000| Level| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:38:10|37.8406|-113.7261|206°|Southwest|454|522|36000| Level| Salt Lake Center
JBU531|KSLC|KLGB|2016-12-22|22:38:40|37.7958|-113.7544|207°|Southwest|453|521|36000| Level| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|22:39:42|37.6836|-113.8250|207°|Southwest|453|521|36000| Level| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|22:40:44|37.5497|-113.9083|206°|Southwest|452|520|36000|-97 Level| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|22:41:46|37.4372|-113.9786|206°|Southwest|452|520|35800|-532 Descending| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|22:42:48|37.3258|-114.0478|206°|Southwest|452|520|34900|-871 Descending| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|22:43:50|37.2047|-114.1253|207°|Southwest|449|517|34000|-435 Descending| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|22:44:52|37.0867|-114.1942|205°|Southwest|461|531|34000| Level| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|22:46:56|36.8575|-114.3364|206°|Southwest|460|529|34000| Level| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|22:47:58|36.7433|-114.4086|207°|Southwest|460|529|34000| Level| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|22:49:04|36.5946|-114.5017|206°|Southwest|462|532|34000| Level| FlightAware MLAT (8 sites)
JBU531|KSLC|KLGB|2016-12-22|22:50:02|36.4883|-114.5633|206°|Southwest|461|531|34000| Level| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|22:52:06|36.2578|-114.7039|206°|Southwest|460|529|34000|-19 Level| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|22:55:16|35.9052|-114.9808|221°|Southwest|441|507|33900| Descending| FlightAware MLAT (5 sites)
JBU531|KSLC|KLGB|2016-12-22|22:57:13|35.7680|-115.1758|244°|Southwest|363|418|34000|33 Climbing| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|22:58:18|35.6644|-115.3153|244°|Southwest|448|516|34000| Level| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|22:59:04|35.6160|-115.3728|244°|Southwest|327|376|34000| Level| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:00:22|35.4978|-115.5394|244°|Southwest|443|510|34000|-81 Level| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|23:01:33|35.4027|-115.6579|214°|Southwest|355|409|33800|-443 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:02:24|35.3366|-115.7484|226°|Southwest|362|417|33100|-1187 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:04:35|35.1334|-116.0219|228°|Southwest|445|512|30200|-1115 Descending| FlightAware MLAT (4 sites)
JBU531|KSLC|KLGB|2016-12-22|23:06:37|34.9861|-116.2150|223°|Southwest|342|394|28400|-1103 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:08:29|34.8320|-116.4156|228°|Southwest|395|455|25900|-1443 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:09:40|34.7319|-116.5417|228°|Southwest|417|480|24000|-1231 Descending| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|23:11:44|34.5592|-116.7525|225°|Southwest|401|461|21900|-1311 Descending| Los Angeles Center
JBU531|KSLC|KLGB|2016-12-22|23:13:38|34.4332|-116.9079|287°|West|368|423|18800|-1736 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:15:39|34.2751|-117.0854|202°|Southwest|320|368|15100|-1535 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:16:30|34.1857|-117.1251|178°|South|358|412|14400|-903 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:17:32|34.0736|-117.1244|190°|South|332|382|13400|-913 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:18:02|34.0325|-117.1315|203°|Southwest|332|382|13000|-1080 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:18:22|33.9891|-117.1370|186°|South|369|425|12500|-1052 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:20:36|33.7871|-117.1835|192°|South|259|298|10300|-1019 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:21:01|33.7493|-117.1968|193°|South|269|310|9800|-1433 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:21:43|33.7095|-117.2264|209°|Southwest|231|266|8700|-1250 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:22:13|33.6916|-117.2389|210°|Southwest|197|227|8300|-558 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:23:09|33.6591|-117.3743|278°|West|363|418|7900|-385 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:23:31|33.6415|-117.4186|245°|Southwest|423|487|7800|-1000 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:24:21|33.6113|-117.4765|225°|Southwest|314|361|6700|-1543 Descending| FlightAware ADS-B (KHMT)
JBU531|KSLC|KLGB|2016-12-22|23:24:41|33.5848|-117.5007|217°|Southwest|256|295|6000|-495 Descending| FlightAware ADS-B (KHMT)
